file,page_num,line_num,gold_categ,gold_source
CTX196006127,1,52,Noisy,calibration_1567
CTX196006127,1,54,Noisy,calibration_1567
CTX196006127,1,56,Noisy,calibration_1567
CTX196006127,1,58,Trash,calibration_1567
CTX196300443,1,1,Noisy,calibration_1567
CTX196300443,1,2,Noisy,calibration_1567
CTX196300443,1,3,Noisy,calibration_1567
CTX196300443,1,4,Clear,calibration_1567
CTX196300443,1,5,Empty,calibration_1567
CTX196300443,1,6,Trash,calibration_1567
CTX196300443,1,7,Trash,calibration_1567
CTX196300443,1,9,Trash,calibration_1567
CTX196300443,1,10,Clear,calibration_1567
CTX196300443,1,11,Clear,calibration_1567
CTX196300443,1,12,Clear,calibration_1567
CTX196300443,1,13,Noisy,calibration_1567
CTX196300443,1,14,Clear,calibration_1567
CTX196300443,1,15,Clear,calibration_1567
CTX196300443,1,16,Clear,calibration_1567
CTX196300443,1,17,Noisy,calibration_1567
CTX196300443,1,18,Clear,calibration_1567
CTX196300443,1,19,Noisy,calibration_1567
CTX196300443,1,20,Clear,calibration_1567
CTX196300443,1,21,Noisy,calibration_1567
CTX196300443,1,22,Clear,calibration_1567
CTX196300443,1,23,Clear,calibration_1567
CTX196300443,1,24,Clear,calibration_1567
CTX196300443,1,25,Clear,calibration_1567
CTX196300443,1,26,Clear,calibration_1567
CTX196300443,1,27,Clear,calibration_1567
CTX196300443,1,28,Noisy,calibration_1567
CTX196300443,1,29,Noisy,calibration_1567
CTX196300443,1,30,Noisy,calibration_1567
CTX196300443,1,31,Noisy,calibration_1567
CTX196300443,1,32,Noisy,calibration_1567
CTX196300443,1,33,Noisy,calibration_1567
CTX196300443,1,34,Noisy,calibration_1567
CTX196300443,1,35,Clear,calibration_1567
CTX196300443,1,36,Clear,calibration_1567
CTX196300443,1,37,Clear,calibration_1567
CTX196300443,1,38,Noisy,calibration_1567
CTX196300443,1,39,Clear,calibration_1567
CTX196300443,1,40,Clear,calibration_1567
CTX196300443,2,1,Trash,calibration_1567
CTX197402444,1,1,Noisy,calibration_1567
CTX197402444,1,2,Clear,calibration_1567
CTX197402444,1,3,Clear,calibration_1567
CTX197402444,1,4,Clear,calibration_1567
CTX197402444,1,5,Clear,calibration_1567
CTX197402444,1,6,Empty,calibration_1567
CTX197402444,1,7,Clear,calibration_1567
CTX197402444,1,8,Clear,calibration_1567
CTX197402444,1,9,Clear,calibration_1567
CTX197402444,1,10,Empty,calibration_1567
CTX197402444,1,11,Noisy,calibration_1567
CTX197402444,1,12,Noisy,calibration_1567
CTX197402444,1,13,Noisy,calibration_1567
CTX197402444,1,14,Clear,calibration_1567
CTX197402444,1,15,Empty,calibration_1567
CTX197402444,1,16,Clear,calibration_1567
CTX197402444,1,17,Clear,calibration_1567
CTX197402444,1,18,Noisy,calibration_1567
CTX197402444,1,19,Empty,calibration_1567
CTX197402444,1,20,Noisy,calibration_1567
CTX197402444,1,21,Clear,calibration_1567
CTX197402444,1,22,Clear,calibration_1567
CTX197402444,1,23,Clear,calibration_1567
CTX197402444,1,24,Clear,calibration_1567
CTX197402444,1,25,Clear,calibration_1567
CTX197402444,1,26,Clear,calibration_1567
CTX197402444,1,27,Noisy,calibration_1567
CTX197402444,1,28,Clear,calibration_1567
CTX197402444,1,29,Clear,calibration_1567
CTX197402444,1,30,Empty,calibration_1567
CTX197402444,1,31,Clear,calibration_1567
CTX197402444,1,32,Clear,calibration_1567
CTX197402444,1,33,Empty,calibration_1567
CTX197402444,1,34,Noisy,calibration_1567
CTX197402444,1,35,Noisy,calibration_1567
CTX197402444,1,36,Clear,calibration_1567
CTX197402444,1,37,Clear,calibration_1567
CTX197402444,1,38,Clear,calibration_1567
CTX197402444,1,39,Clear,calibration_1567
CTX197402444,1,40,Clear,calibration_1567
CTX197402444,1,41,Empty,calibration_1567
CTX197402444,1,42,Noisy,calibration_1567
CTX197402444,1,43,Noisy,calibration_1567
CTX197402444,1,44,Noisy,calibration_1567
CTX197402444,1,45,Clear,calibration_1567
CTX197402444,1,46,Clear,calibration_1567
CTX197402444,1,47,Clear,calibration_1567
CTX197402444,1,48,Noisy,calibration_1567
CTX197402444,1,49,Clear,calibration_1567
CTX197402444,1,50,Noisy,calibration_1567
CTX197402444,1,51,Trash,calibration_1567
CTX197402444,1,52,Trash,calibration_1567
CTX197402444,1,53,Empty,calibration_1567
CTX197402444,1,54,Trash,calibration_1567
CTX197901442,1,1,Clear,calibration_1567
CTX197901442,1,2,Clear,calibration_1567
CTX197901442,1,4,Noisy,calibration_1567
CTX197901442,1,6,Clear,calibration_1567
CTX197901442,1,7,Empty,calibration_1567
CTX197901442,1,8,Clear,calibration_1567
CTX197901442,1,9,Clear,calibration_1567
CTX197901442,1,10,Clear,calibration_1567
CTX197901442,1,11,Clear,calibration_1567
CTX197901442,1,12,Clear,calibration_1567
CTX197901442,1,13,Empty,calibration_1567
CTX197901442,1,14,Clear,calibration_1567
CTX197901442,1,15,Noisy,calibration_1567
CTX197901442,1,16,Clear,calibration_1567
CTX197901442,1,17,Clear,calibration_1567
CTX197901442,1,18,Clear,calibration_1567
CTX197901442,1,19,Clear,calibration_1567
CTX197901442,1,20,Clear,calibration_1567
CTX197901442,1,21,Clear,calibration_1567
CTX197901442,1,22,Clear,calibration_1567
CTX197901442,1,23,Non-text,calibration_1567
CTX197901442,1,24,Empty,calibration_1567
CTX197901442,1,25,Noisy,calibration_1567
CTX197901442,1,26,Clear,calibration_1567
CTX197901442,1,27,Clear,calibration_1567
CTX197901442,1,28,Clear,calibration_1567
CTX197901442,1,29,Clear,calibration_1567
CTX197901442,1,30,Empty,calibration_1567
CTX197901442,1,31,Trash,calibration_1567
CTX197901442,1,32,Trash,calibration_1567
CTX198402945,1,1,Clear,calibration_1567
CTX198402945,1,2,Trash,calibration_1567
CTX198402945,1,3,Clear,calibration_1567
CTX198402945,1,4,Clear,calibration_1567
CTX198402945,1,5,Clear,calibration_1567
CTX198402945,1,6,Empty,calibration_1567
CTX198402945,1,7,Noisy,calibration_1567
CTX198402945,1,8,Noisy,calibration_1567
CTX198402945,1,9,Empty,calibration_1567
CTX198402945,1,10,Clear,calibration_1567
CTX198402945,1,11,Empty,calibration_1567
CTX198402945,1,12,Noisy,calibration_1567
CTX198402945,1,13,Empty,calibration_1567
CTX198402945,1,14,Clear,calibration_1567
CTX198402945,1,15,Clear,calibration_1567
CTX198402945,1,16,Clear,calibration_1567
CTX198402945,1,17,Empty,calibration_1567
CTX198402945,1,18,Clear,calibration_1567
CTX198402945,1,19,Clear,calibration_1567
CTX198402945,1,20,Clear,calibration_1567
CTX198402945,1,21,Empty,calibration_1567
CTX198402945,1,22,Clear,calibration_1567
CTX198402945,1,23,Empty,calibration_1567
CTX198402945,1,24,Clear,calibration_1567
CTX198402945,1,25,Clear,calibration_1567
CTX198402945,1,26,Clear,calibration_1567
CTX198402945,1,27,Clear,calibration_1567
CTX198402945,1,28,Clear,calibration_1567
CTX198402945,1,29,Clear,calibration_1567
CTX198402945,1,30,Clear,calibration_1567
CTX198402945,1,31,Clear,calibration_1567
CTX198402945,1,32,Clear,calibration_1567
CTX198402945,1,33,Clear,calibration_1567
CTX198402945,1,34,Clear,calibration_1567
CTX198402945,1,35,Clear,calibration_1567
CTX198402945,1,36,Clear,calibration_1567
CTX198402945,1,37,Clear,calibration_1567
CTX198402945,1,38,Clear,calibration_1567
CTX198402945,1,39,Clear,calibration_1567
CTX198402945,1,40,Clear,calibration_1567
CTX198402945,1,41,Clear,calibration_1567
CTX198402945,1,42,Clear,calibration_1567
CTX198402945,1,43,Clear,calibration_1567
CTX198402945,1,44,Clear,calibration_1567
CTX198402945,1,45,Clear,calibration_1567
CTX198402945,1,46,Clear,calibration_1567
CTX198402945,1,47,Clear,calibration_1567
CTX198402945,1,48,Clear,calibration_1567
CTX198402945,1,49,Clear,calibration_1567
CTX198402945,1,50,Clear,calibration_1567
CTX198402945,1,51,Empty,calibration_1567
CTX198402945,1,52,Clear,calibration_1567
CTX198402945,1,53,Non-text,calibration_1567
CTX198402945,2,1,Clear,calibration_1567
CTX198402945,2,2,Clear,calibration_1567
CTX198402945,2,3,Clear,calibration_1567
CTX198402945,2,4,Clear,calibration_1567
CTX198402945,2,5,Clear,calibration_1567
CTX198402945,2,6,Clear,calibration_1567
CTX198402945,2,7,Clear,calibration_1567
CTX198402945,2,8,Clear,calibration_1567
CTX198402945,2,9,Clear,calibration_1567
CTX198402945,2,10,Noisy,calibration_1567
CTX198402945,2,11,Clear,calibration_1567
CTX198402945,2,12,Clear,calibration_1567
CTX198402945,2,13,Clear,calibration_1567
CTX198402945,2,14,Clear,calibration_1567
CTX198402945,2,15,Clear,calibration_1567
CTX198402945,2,16,Clear,calibration_1567
CTX198402945,2,17,Noisy,calibration_1567
CTX198402945,2,18,Noisy,calibration_1567
CTX198402945,2,19,Clear,calibration_1567
CTX198402945,2,20,Clear,calibration_1567
CTX198402945,2,21,Clear,calibration_1567
CTX198402945,2,22,Clear,calibration_1567
CTX198402945,2,23,Empty,calibration_1567
CTX198402945,2,24,Clear,calibration_1567
CTX198402945,2,25,Noisy,calibration_1567
CTX198603218,1,1,Clear,calibration_1567
CTX198603218,1,2,Clear,calibration_1567
CTX198603218,1,3,Clear,calibration_1567
CTX198603218,1,4,Clear,calibration_1567
CTX198603218,1,5,Clear,calibration_1567
CTX198603218,1,6,Clear,calibration_1567
CTX198603218,1,7,Clear,calibration_1567
CTX198603218,1,8,Clear,calibration_1567
CTX198603218,1,9,Clear,calibration_1567
CTX198603218,1,10,Clear,calibration_1567
CTX198603218,1,11,Clear,calibration_1567
CTX198603218,1,12,Clear,calibration_1567
CTX198603218,1,13,Clear,calibration_1567
CTX198603218,1,14,Clear,calibration_1567
CTX198603218,1,15,Clear,calibration_1567
CTX198603218,1,16,Clear,calibration_1567
CTX198603218,1,17,Clear,calibration_1567
CTX198603218,1,18,Clear,calibration_1567
CTX198603218,1,19,Clear,calibration_1567
CTX198603218,1,20,Clear,calibration_1567
CTX198603218,1,21,Clear,calibration_1567
CTX198603218,1,22,Clear,calibration_1567
CTX198603218,1,23,Clear,calibration_1567
CTX198603218,1,24,Empty,calibration_1567
CTX198603218,1,25,Noisy,calibration_1567
CTX199405706,1,2,Empty,calibration_1567
CTX199405706,1,3,Clear,calibration_1567
CTX199405706,1,4,Noisy,calibration_1567
CTX199405706,1,5,Noisy,calibration_1567
CTX199405706,1,6,Clear,calibration_1567
CTX199603106,1,1,Noisy,calibration_1567
CTX199603106,1,2,Empty,calibration_1567
CTX199603106,1,3,Clear,calibration_1567
CTX199603106,1,4,Clear,calibration_1567
CTX199603106,1,5,Empty,calibration_1567
CTX199603106,1,6,Noisy,calibration_1567
CTX199603106,1,7,Empty,calibration_1567
CTX199603106,1,8,Clear,calibration_1567
CTX199603106,1,9,Empty,calibration_1567
CTX199603106,1,10,Clear,calibration_1567
CTX199603106,1,11,Empty,calibration_1567
CTX199603106,1,12,Clear,calibration_1567
CTX199603106,1,13,Empty,calibration_1567
CTX199603106,1,14,Clear,calibration_1567
CTX199603106,1,15,Empty,calibration_1567
CTX199603106,1,16,Clear,calibration_1567
CTX199603106,1,17,Empty,calibration_1567
CTX199603106,1,18,Clear,calibration_1567
CTX199603106,1,19,Empty,calibration_1567
CTX199603106,1,20,Noisy,calibration_1567
CTX199603106,1,21,Empty,calibration_1567
CTX199603106,1,22,Clear,calibration_1567
CTX199603106,1,23,Empty,calibration_1567
CTX199603106,1,24,Clear,calibration_1567
CTX199603106,1,25,Clear,calibration_1567
CTX199603106,2,1,Clear,calibration_1567
CTX199603106,2,2,Empty,calibration_1567
CTX199603106,2,3,Clear,calibration_1567
CTX199603106,2,4,Clear,calibration_1567
CTX199603106,2,5,Clear,calibration_1567
CTX199603106,2,6,Noisy,calibration_1567
CTX199603106,2,7,Clear,calibration_1567
CTX199603106,2,8,Noisy,calibration_1567
CTX199603106,2,9,Clear,calibration_1567
CTX199603106,2,10,Clear,calibration_1567
CTX199603106,2,11,Clear,calibration_1567
CTX199603106,2,12,Empty,calibration_1567
CTX199603106,2,13,Clear,calibration_1567
CTX199603106,2,14,Empty,calibration_1567
CTX199603106,2,15,Clear,calibration_1567
CTX199603106,2,16,Clear,calibration_1567
CTX199603106,2,17,Clear,calibration_1567
CTX199603106,2,18,Clear,calibration_1567
CTX199603106,2,19,Clear,calibration_1567
CTX199603106,2,20,Clear,calibration_1567
CTX199603106,2,21,Clear,calibration_1567
CTX199603106,2,22,Clear,calibration_1567
CTX199603106,2,23,Clear,calibration_1567
CTX199603106,2,24,Clear,calibration_1567
CTX199603106,2,25,Clear,calibration_1567
CTX199603106,2,26,Clear,calibration_1567
CTX199603106,2,27,Clear,calibration_1567
CTX199603106,2,28,Empty,calibration_1567
CTX199603106,2,29,Clear,calibration_1567
CTX199603106,3,1,Clear,calibration_1567
CTX199603106,3,2,Clear,calibration_1567
CTX199603106,3,3,Noisy,calibration_1567
CTX199603106,3,4,Clear,calibration_1567
CTX199603106,3,5,Noisy,calibration_1567
CTX199603106,3,6,Clear,calibration_1567
CTX199603106,3,7,Clear,calibration_1567
CTX199603106,3,8,Clear,calibration_1567
CTX199603106,3,9,Clear,calibration_1567
CTX199603106,3,10,Noisy,calibration_1567
CTX199603106,3,11,Clear,calibration_1567
CTX199603106,3,12,Noisy,calibration_1567
CTX199603106,3,13,Clear,calibration_1567
CTX199603106,3,14,Noisy,calibration_1567
CTX199603106,3,15,Clear,calibration_1567
CTX199603106,3,16,Clear,calibration_1567
CTX199603106,3,17,Clear,calibration_1567
CTX199603106,3,18,Clear,calibration_1567
CTX199603106,3,19,Clear,calibration_1567
CTX199603106,3,20,Clear,calibration_1567
CTX199603106,3,21,Clear,calibration_1567
CTX199603106,3,22,Clear,calibration_1567
CTX199603106,3,23,Clear,calibration_1567
CTX199603106,3,24,Noisy,calibration_1567
CTX199603106,3,25,Noisy,calibration_1567
CTX199603106,3,26,Clear,calibration_1567
CTX199603106,3,27,Clear,calibration_1567
CTX199603106,3,28,Clear,calibration_1567
CTX199603106,3,29,Clear,calibration_1567
CTX199603106,3,30,Clear,calibration_1567
CTX199603106,3,31,Empty,calibration_1567
CTX199603106,3,32,Clear,calibration_1567
CTX199603106,4,1,Non-text,calibration_1567
CTX199603106,4,2,Clear,calibration_1567
CTX199603106,4,3,Clear,calibration_1567
CTX199603106,4,4,Noisy,calibration_1567
CTX199603106,4,5,Noisy,calibration_1567
CTX199603106,4,6,Empty,calibration_1567
CTX199603106,4,7,Clear,calibration_1567
CTX199603106,4,8,Clear,calibration_1567
CTX199603106,4,9,Empty,calibration_1567
CTX199603106,4,10,Clear,calibration_1567
CTX199603106,4,11,Empty,calibration_1567
CTX199603106,4,12,Clear,calibration_1567
CTX199603106,4,13,Empty,calibration_1567
CTX199603106,4,14,Clear,calibration_1567
CTX199603106,4,15,Empty,calibration_1567
CTX199603106,4,16,Clear,calibration_1567
CTX199603106,4,17,Empty,calibration_1567
CTX199603106,4,18,Clear,calibration_1567
CTX199603106,4,19,Noisy,calibration_1567
CTX199603106,4,20,Empty,calibration_1567
CTX199603106,4,21,Clear,calibration_1567
CTX199603106,4,22,Empty,calibration_1567
CTX199603106,4,23,Clear,calibration_1567
CTX199603106,4,24,Empty,calibration_1567
CTX199603106,4,25,Clear,calibration_1567
CTX199603106,4,26,Empty,calibration_1567
CTX199603106,4,27,Clear,calibration_1567
CTX199603106,4,28,Empty,calibration_1567
CTX199603106,4,29,Clear,calibration_1567
CTX199603106,4,30,Empty,calibration_1567
CTX199603106,4,31,Clear,calibration_1567
CTX199603106,4,32,Empty,calibration_1567
CTX199603106,4,33,Clear,calibration_1567
CTX199603106,4,34,Empty,calibration_1567
CTX199603106,4,35,Clear,calibration_1567
CTX199603106,4,36,Empty,calibration_1567
CTX199603106,4,37,Clear,calibration_1567
CTX199603106,4,38,Clear,calibration_1567
CTX199603106,4,39,Clear,calibration_1567
CTX199603106,4,40,Clear,calibration_1567
CTX199603106,4,41,Clear,calibration_1567
CTX199603106,4,42,Clear,calibration_1567
CTX199603106,4,44,Empty,calibration_1567
CTX199603106,4,45,Clear,calibration_1567
CTX199603106,5,1,Non-text,calibration_1567
CTX199603106,5,2,Noisy,calibration_1567
CTX199603106,5,3,Empty,calibration_1567
CTX199603106,5,4,Clear,calibration_1567
CTX199603106,5,5,Empty,calibration_1567
CTX199603106,5,6,Clear,calibration_1567
CTX199603106,5,7,Empty,calibration_1567
CTX199603106,5,8,Noisy,calibration_1567
CTX199603106,5,9,Empty,calibration_1567
CTX199603106,5,10,Noisy,calibration_1567
CTX199603106,5,11,Empty,calibration_1567
CTX199603106,5,12,Clear,calibration_1567
CTX199603106,5,13,Empty,calibration_1567
CTX199603106,5,14,Clear,calibration_1567
CTX199603106,5,15,Clear,calibration_1567
CTX199603106,5,16,Clear,calibration_1567
CTX199603106,5,17,Empty,calibration_1567
CTX199603106,5,18,Clear,calibration_1567
CTX199603106,5,19,Empty,calibration_1567
CTX199603106,5,20,Clear,calibration_1567
CTX199603106,5,21,Empty,calibration_1567
CTX199603106,5,22,Clear,calibration_1567
CTX199603106,5,23,Empty,calibration_1567
CTX199603106,5,24,Clear,calibration_1567
CTX199603106,5,25,Empty,calibration_1567
CTX199603106,5,26,Clear,calibration_1567
CTX199603106,6,1,Clear,calibration_1567
CTX199603106,6,2,Empty,calibration_1567
CTX199603106,6,3,Non-text,calibration_1567
CTX199603106,6,4,Empty,calibration_1567
CTX199603106,6,5,Clear,calibration_1567
CTX199603106,6,6,Clear,calibration_1567
CTX199603106,6,7,Empty,calibration_1567
CTX199603106,6,8,Clear,calibration_1567
CTX199603106,6,9,Clear,calibration_1567
CTX199603106,6,10,Empty,calibration_1567
CTX199603106,6,11,Clear,calibration_1567
CTX199603106,6,12,Empty,calibration_1567
CTX199603106,6,13,Clear,calibration_1567
CTX199603106,6,14,Clear,calibration_1567
CTX199603106,6,15,Clear,calibration_1567
CTX199603106,6,16,Empty,calibration_1567
CTX199603106,6,17,Clear,calibration_1567
CTX199603106,6,18,Clear,calibration_1567
CTX199603106,6,19,Clear,calibration_1567
CTX199603106,6,20,Empty,calibration_1567
CTX199603106,6,21,Clear,calibration_1567
CTX199603106,6,22,Clear,calibration_1567
CTX199603106,6,23,Clear,calibration_1567
CTX199603106,6,24,Empty,calibration_1567
CTX199603106,6,25,Clear,calibration_1567
CTX199603106,6,26,Clear,calibration_1567
CTX199603106,6,27,Clear,calibration_1567
CTX199603106,6,28,Clear,calibration_1567
CTX199603106,6,29,Empty,calibration_1567
CTX199603106,6,30,Noisy,calibration_1567
CTX199603106,6,31,Clear,calibration_1567
CTX199603106,6,32,Empty,calibration_1567
CTX199603106,6,33,Non-text,calibration_1567
CTX199603106,8,1,Non-text,calibration_1567
CTX199603106,9,1,Clear,calibration_1567
CTX199603106,9,2,Empty,calibration_1567
CTX199603106,9,3,Clear,calibration_1567
CTX199603106,9,4,Empty,calibration_1567
CTX199603106,9,5,Non-text,calibration_1567
CTX199603106,9,6,Non-text,calibration_1567
CTX200603179,1,1,Clear,calibration_1567
CTX200603179,1,2,Clear,calibration_1567
CTX200603179,1,3,Clear,calibration_1567
CTX200603179,1,4,Noisy,calibration_1567
CTX200603179,1,5,Clear,calibration_1567
CTX200603179,1,6,Noisy,calibration_1567
CTX200603179,1,7,Clear,calibration_1567
CTX200603179,1,8,Empty,calibration_1567
CTX200603179,1,9,Noisy,calibration_1567
CTX200603179,1,10,Clear,calibration_1567
CTX200603179,1,11,Empty,calibration_1567
CTX200603179,1,12,Clear,calibration_1567
CTX200603179,1,13,Clear,calibration_1567
CTX200603179,1,14,Clear,calibration_1567
CTX200603179,1,15,Clear,calibration_1567
CTX200603179,1,16,Clear,calibration_1567
CTX200603179,1,17,Clear,calibration_1567
CTX200603179,1,18,Clear,calibration_1567
CTX200603179,1,19,Clear,calibration_1567
CTX200603179,1,20,Clear,calibration_1567
CTX200603179,1,21,Clear,calibration_1567
CTX200603179,1,22,Clear,calibration_1567
CTX200603179,1,23,Empty,calibration_1567
CTX200603179,1,24,Noisy,calibration_1567
CTX200603179,1,25,Clear,calibration_1567
CTX200603179,1,26,Empty,calibration_1567
CTX200603179,1,27,Clear,calibration_1567
CTX200603179,1,28,Clear,calibration_1567
CTX200603179,1,29,Empty,calibration_1567
CTX200603179,1,30,Clear,calibration_1567
CTX200603179,1,31,Clear,calibration_1567
CTX200603179,1,32,Empty,calibration_1567
CTX200603179,1,33,Clear,calibration_1567
CTX200603179,1,34,Clear,calibration_1567
CTX200603179,1,35,Empty,calibration_1567
CTX200603179,1,36,Clear,calibration_1567
CTX200603179,3,1,Clear,calibration_1567
CTX200603179,3,2,Clear,calibration_1567
CTX200603179,3,3,Clear,calibration_1567
CTX200603179,3,4,Empty,calibration_1567
CTX200603179,3,5,Clear,calibration_1567
CTX200603179,3,6,Clear,calibration_1567
CTX200603179,3,7,Clear,calibration_1567
CTX200603179,3,8,Non-text,calibration_1567
CTX200603179,3,10,Non-text,calibration_1567
CTX200603179,3,11,Empty,calibration_1567
CTX200603179,3,12,Noisy,calibration_1567
CTX200603179,3,13,Non-text,calibration_1567
CTX200603179,3,14,Non-text,calibration_1567
CTX200603179,3,15,Non-text,calibration_1567
CTX200603179,3,16,Noisy,calibration_1567
CTX200603179,3,17,Empty,calibration_1567
CTX200603179,3,18,Noisy,calibration_1567
CTX200603179,3,21,Non-text,calibration_1567
CTX200603179,3,22,Non-text,calibration_1567
CTX200603179,3,24,Empty,calibration_1567
CTX200603179,3,25,Clear,calibration_1567
CTX200603179,3,26,Empty,calibration_1567
CTX200603179,3,27,Non-text,calibration_1567
CTX200603179,3,28,Clear,calibration_1567
CTX200603179,3,29,Non-text,calibration_1567
CTX200603179,3,30,Clear,calibration_1567
CTX200603179,3,31,Clear,calibration_1567
CTX200603179,3,32,Empty,calibration_1567
CTX200603179,3,33,Clear,calibration_1567
CTX200603179,3,34,Trash,calibration_1567
CTX200603179,3,35,Trash,calibration_1567
CTX200603179,3,36,Clear,calibration_1567
CTX201405311,1,1,Clear,calibration_1567
CTX201405311,1,2,Clear,calibration_1567
CTX201405311,1,3,Clear,calibration_1567
CTX201405311,1,4,Clear,calibration_1567
CTX201405311,1,5,Clear,calibration_1567
CTX201405311,1,6,Clear,calibration_1567
CTX201405311,1,7,Clear,calibration_1567
CTX201405311,1,8,Clear,calibration_1567
CTX201405311,1,9,Clear,calibration_1567
CTX201405311,1,10,Clear,calibration_1567
CTX201405311,1,11,Clear,calibration_1567
CTX201405311,1,12,Clear,calibration_1567
CTX201405311,1,13,Clear,calibration_1567
CTX201405311,1,14,Clear,calibration_1567
CTX201405311,1,15,Clear,calibration_1567
CTX201405311,1,16,Clear,calibration_1567
CTX201405311,1,17,Clear,calibration_1567
CTX201405311,1,18,Empty,calibration_1567
CTX201405311,1,19,Clear,calibration_1567
CTX201405311,1,20,Clear,calibration_1567
CTX201405311,1,21,Clear,calibration_1567
CTX201405311,1,22,Clear,calibration_1567
CTX201405311,1,23,Clear,calibration_1567
CTX201405311,1,24,Clear,calibration_1567
CTX201405311,1,25,Clear,calibration_1567
CTX201405311,1,26,Clear,calibration_1567
CTX201405311,1,27,Clear,calibration_1567
CTX201405311,1,28,Clear,calibration_1567
CTX201405311,1,29,Clear,calibration_1567
CTX201405311,1,30,Clear,calibration_1567
CTX201405311,1,31,Clear,calibration_1567
CTX201405311,1,32,Empty,calibration_1567
CTX201405311,1,33,Clear,calibration_1567
CTX201405311,1,34,Clear,calibration_1567
CTX201405311,1,35,Clear,calibration_1567
CTX201601688,1,1,Noisy,calibration_1567
CTX201601688,1,2,Empty,calibration_1567
CTX201601688,1,3,Clear,calibration_1567
CTX201601688,1,4,Empty,calibration_1567
CTX201601688,1,5,Clear,calibration_1567
CTX201601688,1,6,Clear,calibration_1567
CTX201601688,1,7,Clear,calibration_1567
CTX201601688,2,1,Clear,calibration_1567
CTX201601688,2,2,Clear,calibration_1567
CTX201601688,2,3,Clear,calibration_1567
CTX201601688,2,4,Clear,calibration_1567
CTX201601688,2,5,Clear,calibration_1567
CTX201601688,2,6,Empty,calibration_1567
CTX201601688,2,7,Clear,calibration_1567
CTX201601688,2,8,Clear,calibration_1567
CTX201601688,2,9,Clear,calibration_1567
CTX201601688,2,10,Empty,calibration_1567
CTX201601688,2,11,Clear,calibration_1567
CTX201601688,2,12,Clear,calibration_1567
CTX201601688,2,13,Clear,calibration_1567
CTX201601688,2,14,Clear,calibration_1567
CTX201601688,2,15,Clear,calibration_1567
CTX201601688,2,16,Empty,calibration_1567
CTX201601688,2,17,Clear,calibration_1567
CTX201601688,2,18,Clear,calibration_1567
CTX201601688,2,19,Clear,calibration_1567
CTX201601688,2,20,Clear,calibration_1567
CTX201601688,2,21,Clear,calibration_1567
CTX201601688,2,22,Clear,calibration_1567
CTX201601688,2,23,Clear,calibration_1567
CTX201601688,2,24,Empty,calibration_1567
CTX201601688,2,25,Clear,calibration_1567
CTX201601688,2,26,Clear,calibration_1567
CTX201601688,2,27,Empty,calibration_1567
CTX201601688,2,28,Clear,calibration_1567
CTX201601688,2,29,Clear,calibration_1567
CTX201601688,2,30,Clear,calibration_1567
CTX201601688,2,31,Clear,calibration_1567
CTX201601688,2,32,Clear,calibration_1567
CTX201601688,2,33,Clear,calibration_1567
CTX201601688,2,34,Clear,calibration_1567
CTX201601688,2,35,Clear,calibration_1567
CTX201601688,2,36,Empty,calibration_1567
CTX201601688,2,37,Clear,calibration_1567
CTX201601688,2,38,Clear,calibration_1567
CTX201601688,2,39,Clear,calibration_1567
CTX201601688,2,40,Empty,calibration_1567
CTX201601688,2,41,Clear,calibration_1567
CTX201601688,2,42,Clear,calibration_1567
CTX201601688,3,1,Clear,calibration_1567
CTX201601688,3,2,Clear,calibration_1567
CTX201601688,3,3,Clear,calibration_1567
CTX201601688,3,4,Clear,calibration_1567
CTX201601688,3,5,Empty,calibration_1567
CTX201601688,3,6,Clear,calibration_1567
CTX201601688,3,7,Clear,calibration_1567
CTX201601688,3,8,Clear,calibration_1567
CTX201601688,3,9,Empty,calibration_1567
CTX201601688,3,10,Clear,calibration_1567
CTX201601688,3,11,Clear,calibration_1567
CTX201601688,3,12,Clear,calibration_1567
CTX201601688,3,13,Empty,calibration_1567
CTX201601688,3,14,Clear,calibration_1567
CTX201601688,3,15,Clear,calibration_1567
CTX201601688,3,16,Empty,calibration_1567
CTX201601688,3,17,Clear,calibration_1567
CTX201601688,3,18,Clear,calibration_1567
CTX201601688,3,19,Clear,calibration_1567
CTX201601688,3,20,Clear,calibration_1567
CTX201601688,3,21,Empty,calibration_1567
CTX201601688,3,22,Clear,calibration_1567
CTX201601688,3,23,Empty,calibration_1567
CTX201601688,3,24,Clear,calibration_1567
CTX201601688,3,25,Clear,calibration_1567
CTX201601688,3,26,Clear,calibration_1567
CTX201601688,3,27,Clear,calibration_1567
CTX201601688,3,28,Clear,calibration_1567
CTX201601688,3,29,Clear,calibration_1567
CTX201601688,3,30,Empty,calibration_1567
CTX201601688,3,31,Clear,calibration_1567
CTX201601688,3,32,Clear,calibration_1567
CTX201601688,3,33,Clear,calibration_1567
CTX201601688,3,34,Empty,calibration_1567
CTX201601688,3,35,Clear,calibration_1567
CTX201601688,3,36,Clear,calibration_1567
CTX201601688,3,37,Empty,calibration_1567
CTX201601688,3,38,Clear,calibration_1567
CTX201601688,3,39,Clear,calibration_1567
CTX201601688,3,40,Clear,calibration_1567
CTX201601688,3,41,Clear,calibration_1567
CTX201601688,3,42,Empty,calibration_1567
CTX201601688,3,43,Clear,calibration_1567
CTX201601688,3,44,Empty,calibration_1567
CTX201601688,3,45,Clear,calibration_1567
CTX201601688,3,46,Clear,calibration_1567
CTX201601688,3,47,Clear,calibration_1567
