file,page_num,Clear,Trash,Noisy,Empty,Non-text,total_word_count,total_char_count,avg_word_count,avg_char_count,avg_garbage_density,avg_lang_score,avg_perplex,avg_symbol,avg_upper,avg_repeated,avg_ldl_fuses,avg_gibberish,avg_word_weird,avg_quality_score,main_lang
CTX198005273B,32,21,0,7,2,1,260,1191,9.2857,42.5357,0.0192,0.8106,402.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.6996,ces_Latn
CTX198006141,2,17,0,2,3,0,135,950,7.1053,50.0,0.0024,0.9731,602.6932,0.0,0.0,0.0,0.0,0.0526,0.0,0.8491,ces_Latn
CTX198006869,48,20,0,8,0,1,255,1550,9.1071,55.3571,0.0329,0.8819,390.6246,0.0,0.0,0.0,0.0,0.2857,0.0,0.7229,ces_Latn
CTX198007229B,98,0,0,1,0,1,3,20,3.0,20.0,0.05,0.3802,571.84,0.0,0.0,0.0,0.0,0.0,0.0,0.7338,slk_Latn
CTX198101310A,98,0,1,0,8,21,5,20,5.0,20.0,0.05,0.9998,2898.07,1.0,0.0,0.0,0.0,1.0,0.08,0.4691,ces_Latn
CTX198102263A,20,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX198104561,1,8,1,3,2,2,87,496,7.25,41.3333,0.0442,0.8545,962.2742,0.0833,0.0,0.0,0.0,0.25,0.0333,0.6849,ces_Latn
CTX198105295A,15,0,0,2,1,2,2,14,1.0,7.0,0.0833,0.7376,325.255,0.5,0.0,0.0,0.0,0.0,0.2,0.6065,azj_Latn
CTX198105461,1,11,7,6,10,4,116,747,4.8333,31.125,0.0131,0.8986,6410.6646,0.0,0.0,0.0,0.0417,0.125,0.0062,0.7765,ces_Latn
CTX198200905,33,1,0,0,1,2,2,7,2.0,7.0,0.0,0.8623,1054.39,0.0,0.0,0.0,0.0,0.0,0.0,0.6648,ces_Latn
CTX198203356,6,5,0,0,2,0,36,227,7.2,45.4,0.0405,0.9374,833.202,0.0,0.0,0.0,0.0,0.0,0.0,0.7373,ces_Latn
CTX198204084,36,28,0,3,0,0,273,1770,8.8065,57.0968,0.0183,0.9655,380.5874,0.0,0.0,0.0,0.0,0.0968,0.0,0.8028,ces_Latn
CTX198204810,56,22,3,8,48,59,78,416,2.3636,12.6061,0.0209,0.8896,5549.9055,0.2121,0.0,0.0,0.0,0.0,0.0078,0.7804,ces_Latn
CTX198204879M,25,1,0,0,0,0,1,4,1.0,4.0,0.0,0.981,495.22,0.0,0.0,0.0,0.0,0.0,0.0,0.8842,azj_Latn
CTX198205051A,3,1,0,1,1,0,7,35,3.5,17.5,0.0334,0.776,3042.62,0.5,0.0,0.0,0.0,0.0,0.0666,0.4708,ces_Latn
CTX198301299,1,21,1,4,8,2,162,985,6.2308,37.8846,0.0337,0.8885,1074.1269,0.0385,0.0,0.0,0.0,0.0769,0.0,0.7995,ces_Latn
CTX198302416A,73,5,1,6,3,1,62,339,5.1667,28.25,0.0608,0.7726,1324.1292,0.0,0.0,0.0,0.0,0.1667,0.0,0.6011,ces_Latn
CTX198303593,50,23,2,2,3,1,234,1294,8.6667,47.9259,0.0039,0.9838,1401.5748,0.0,0.0,0.0,0.0,0.0741,0.0,0.748,ces_Latn
CTX198303943A,39,2,1,0,1,1,22,128,7.3333,42.6667,0.0126,0.695,1673.3767,0.0,0.0,0.0,0.0,0.0,0.0,0.6616,ces_Latn
CTX198400877A,4,1,1,1,4,4,13,56,4.3333,18.6667,0.0,0.7821,26641.9433,0.0,0.0,0.0,0.0,0.0,0.0,0.5665,ces_Latn
CTX198401875,43,3,0,1,1,1,26,132,6.5,33.0,0.0061,0.9672,1296.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.714,ces_Latn
CTX198402662,10,8,10,14,13,2,101,585,3.1562,18.2812,0.0234,0.5874,39049.1478,0.0312,0.0,0.0,0.0,0.0,0.0031,0.6787,spa_Latn
CTX198500530,33,11,2,9,1,3,144,597,6.5455,27.1364,0.0348,0.6927,720.75,0.0455,0.0,0.0,0.0,0.3636,0.0023,0.5446,ces_Latn
CTX198501641,1,5,1,2,1,1,102,663,12.75,82.875,0.0152,0.8452,733.3425,0.0,0.0,0.0,0.25,0.75,0.0058,0.809,ces_Latn
CTX198503246,14,2,0,3,1,0,50,282,10.0,56.4,0.051,0.9883,659.86,1.8,0.0,0.0,0.0,0.2,0.0625,0.6808,ces_Latn
CTX198504206,1,6,0,1,3,2,64,441,9.1429,63.0,0.0223,0.9344,415.5286,0.0,0.0,0.0,0.0,0.2857,0.0,0.8604,ces_Latn
CTX198600437,8,28,0,0,0,0,242,1628,8.6429,58.1429,0.0018,0.9964,473.9425,0.0357,0.0,0.0,0.0,0.0,0.0016,0.8393,ces_Latn
CTX198602032,12,21,12,12,81,168,149,717,3.3111,15.9333,0.0298,0.8054,25862.566,0.0444,0.0,0.0,0.0,0.0444,0.0067,0.6492,ces_Latn
CTX198603244,1,3,0,2,2,1,44,247,8.8,49.4,0.022,0.7736,900.21,0.0,0.2,0.0,0.0,0.0,0.0033,0.7179,ces_Latn
CTX198604050,10,27,1,2,2,0,259,1468,8.6333,48.9333,0.0075,0.9603,708.766,0.0,0.0333,0.0,0.0,0.0333,0.0,0.7731,ces_Latn
CTX198700661,8,2,0,0,0,1,12,65,6.0,32.5,0.0357,0.9546,635.245,0.0,0.0,0.0,0.0,0.0,0.0,0.6816,ces_Latn
CTX198701885,1,14,3,6,8,5,124,788,5.3913,34.2609,0.0368,0.8659,1375.0539,0.1304,0.0435,0.0,0.0,0.087,0.0152,0.7793,ces_Latn
CTX198702943,2,23,0,2,13,1,150,937,6.0,37.48,0.0207,0.9609,692.1612,0.0,0.0,0.0,0.0,0.0,0.0,0.7855,ces_Latn
CTX198703742,42,9,32,18,48,110,160,678,2.7119,11.4915,0.0362,0.8206,22830.6331,0.0,0.0169,0.0,0.0,0.2542,0.0,0.6236,nld_Latn
CTX198703941A,24,4,1,0,4,2,19,105,3.8,21.0,0.0091,0.9304,6873.716,0.0,0.0,0.0,0.0,0.0,0.0,0.7278,ces_Latn
CTX198704431,6,1,0,2,2,0,6,18,2.0,6.0,0.0,0.4378,197.14,0.0,0.0,0.0,0.0,0.0,0.0,0.6481,cat_Latn
CTX198801341,1,19,1,5,4,1,313,1920,12.52,76.8,0.0166,0.9018,656.4676,0.0,0.0,0.0,0.0,0.12,0.0,0.7596,ces_Latn
CTX198802097C,16,3,0,2,3,1,32,161,6.4,32.2,0.0142,0.7567,1317.01,0.0,0.0,0.0,0.0,0.2,0.0,0.7146,ces_Latn
CTX198802100B,5,0,0,1,0,0,2,12,2.0,12.0,0.1667,0.7672,316.95,0.0,0.0,0.0,0.0,1.0,0.0,0.6493,vie_Latn
CTX198802104A,46,35,0,0,0,0,307,1869,8.7714,53.4,0.013,0.9977,506.9157,0.0857,0.0,0.0,0.0,0.0,0.0,0.8127,ces_Latn
CTX198802104E,205,33,1,1,4,0,304,1740,8.6857,49.7143,0.0108,0.9656,650.4094,0.1143,0.0286,0.0,0.0,0.0,0.0042,0.7909,ces_Latn
CTX198802325,1,24,8,9,18,7,181,1073,4.4146,26.1707,0.0142,0.8827,586455.5368,0.0976,0.0244,0.0,0.0,0.0244,0.0057,0.727,ces_Latn
CTX198803868,8,4,2,2,7,3,21,111,2.625,13.875,0.0089,0.8635,3089.9525,0.0,0.0,0.0,0.0,0.0,0.0,0.5949,ces_Latn
CTX198804401,52,23,3,1,1,9,207,1298,7.6667,48.0741,0.0031,0.9982,2971.6159,0.0,0.0,0.0,0.0,0.0,0.0,0.8366,ces_Latn
CTX198900800,6,13,1,5,1,4,147,733,7.7368,38.5789,0.0383,0.8292,1130.9153,0.0,0.0,0.0,0.0,0.0526,0.0,0.7034,ces_Latn
CTX198901592,146,13,2,8,3,1,140,787,6.087,34.2174,0.0546,0.8801,1229.89,0.0435,0.0,0.0,0.0,0.1739,0.0,0.7081,ces_Latn
CTX198903184,3,27,0,2,1,2,287,1931,9.8966,66.5862,0.0039,0.9998,415.5862,0.1034,0.0,0.0,0.0,0.1379,0.0037,0.8485,ces_Latn
CTX198903785,51,6,4,4,37,197,19,114,1.3571,8.1429,0.0,0.8252,2982.76,0.0,0.0714,0.0,0.0,0.2143,0.0071,0.7774,ces_Latn
CTX199001056,7,22,1,3,3,2,217,1409,8.3462,54.1923,0.0052,0.9566,459.495,0.0769,0.0,0.0,0.0,0.0385,0.004,0.8104,ces_Latn
CTX199002140,18,28,0,1,2,1,219,1620,7.5517,55.8621,0.0089,0.9277,571.6334,0.0,0.0,0.0,0.0,0.0,0.0,0.8552,ces_Latn
CTX199002387,58,25,1,3,0,2,176,1227,6.069,42.3103,0.0127,0.9382,521.221,0.069,0.0,0.0,0.0,0.0345,0.0092,0.7433,ces_Latn
CTX199002929,1,25,9,7,24,8,112,753,2.7317,18.3659,0.0061,0.8547,419655.2941,0.0244,0.0,0.0,0.0,0.0244,0.0,0.7695,ces_Latn
CTX199003571,3,15,0,3,1,0,138,889,7.6667,49.3889,0.0053,0.9498,656.4622,0.0,0.0,0.0,0.0,0.0556,0.0,0.7876,ces_Latn
CTX199003586P,45,4,0,1,2,4,20,99,4.0,19.8,0.0381,0.9862,1217.088,0.0,0.0,0.0,0.0,0.0,0.0,0.6441,ces_Latn
CTX199003587D,35,2,0,3,4,4,14,91,2.8,18.2,0.053,0.7906,887.09,0.0,0.0,0.0,0.0,0.6,0.0,0.7157,ces_Latn
CTX199003610,3,27,0,1,1,0,253,1674,9.0357,59.7857,0.0037,0.9908,594.64,0.0,0.0,0.0,0.0,0.1429,0.0,0.8202,ces_Latn
CTX199003676Q,52,4,1,4,6,6,44,196,4.8889,21.7778,0.0472,0.8793,2306.2456,0.1111,0.0,0.0,0.0,0.0,0.0074,0.5797,slk_Latn
CTX199003678E,112,2,2,2,1,1,27,119,4.5,19.8333,0.07,0.8074,2104.485,0.3333,0.0,0.0,0.0,0.0,0.0244,0.5867,slk_Latn
CTX199004124F,93,1,0,0,3,12,8,36,8.0,36.0,0.0833,0.9986,330.96,1.0,0.0,0.0,0.0,0.0,0.05,0.6311,ces_Latn
CTX199004501,89,3,6,0,74,187,17,57,1.8889,6.3333,0.037,0.7736,774541.56,0.1111,0.0,0.0,0.0,0.0,0.0111,0.5842,pol_Latn
CTX199004525,92,16,29,10,82,66,80,417,1.4545,7.5818,0.0746,0.7969,9242.986,0.1455,0.0182,0.0,0.0364,0.1636,0.0552,0.5978,ces_Latn
CTX199100018,1,20,10,14,23,11,130,698,2.9545,15.8636,0.0086,0.8153,11880.0643,0.0,0.0,0.0,0.0,0.0682,0.0,0.7232,ces_Latn
CTX199101002,29,6,0,1,2,1,23,99,3.2857,14.1429,0.0,0.8587,789.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.6885,ces_Latn
CTX199102037,21,23,1,3,2,2,257,1478,9.5185,54.7407,0.0098,0.9492,635.3396,0.1481,0.0,0.0,0.0,0.0741,0.0058,0.7826,ces_Latn
CTX199102416F,58,25,0,1,6,2,147,907,5.6538,34.8846,0.0233,0.9689,354.4127,0.0769,0.0,0.0,0.0,0.0,0.0032,0.7864,ces_Latn
CTX199102806,3,25,0,4,0,0,239,1657,8.2414,57.1379,0.0081,0.9931,482.9862,0.3103,0.0,0.0,0.0,0.0345,0.0133,0.8625,ces_Latn
CTX199103854C,20,0,0,1,1,3,2,10,2.0,10.0,0.0,0.2163,1061.72,0.0,0.0,0.0,0.0,0.0,0.0,0.6075,vie_Latn
CTX199104170C,37,31,9,10,21,29,216,1309,4.32,26.18,0.0147,0.888,163176.8308,0.02,0.0,0.0,0.0,0.06,0.004,0.7451,ces_Latn
CTX199104251,58,15,29,18,20,92,211,892,3.4032,14.3871,0.0279,0.7952,22162.1426,0.0161,0.1129,0.0,0.0161,0.2581,0.0009,0.584,nld_Latn
CTX199104289L,95,0,0,1,1,1,5,23,5.0,23.0,0.0435,0.6162,930.64,0.0,2.0,0.0,0.0,0.0,0.0,0.6327,ces_Latn
CTX199104340,38,2,0,0,0,0,15,83,7.5,41.5,0.0476,0.9982,1107.005,0.0,0.0,0.0,0.0,0.5,0.0,0.6276,ces_Latn
CTX199104508,2,18,6,2,18,10,66,443,2.5385,17.0385,0.0,0.8923,334533.0923,0.0,0.0,0.0,0.0,0.0,0.0,0.7882,ces_Latn
CTX199200173,44,0,0,0,1,2,0,0,,,,,,,,,,,,,unknown
CTX199201960,30,36,9,3,0,0,276,1738,5.75,36.2083,0.0303,0.8076,649.9969,0.0,0.0,0.0,0.0,0.1875,0.0,0.781,ces_Latn
CTX199202968,4,35,9,10,14,5,272,1808,5.037,33.4815,0.0055,0.9189,20276.2061,0.037,0.0,0.0,0.0,0.0556,0.0019,0.7841,ces_Latn
CTX199203819,49,1,0,1,0,0,4,34,2.0,17.0,0.0178,0.6982,485.605,0.0,0.0,0.0,0.0,0.0,0.0,0.5702,ces_Latn
CTX199204094,32,8,10,13,15,4,83,376,2.6774,12.129,0.0603,0.724,17063.1297,0.4516,0.0323,0.0,0.0323,0.0,0.018,0.6362,ces_Latn
CTX199300044,6,32,0,0,3,2,321,1933,10.0312,60.4062,0.0062,0.9987,552.8384,0.0,0.0,0.0,0.0,0.0312,0.0,0.815,ces_Latn
CTX199300762,153,0,1,1,2,1,4,14,2.0,7.0,0.0,0.4047,3688.135,0.0,0.0,0.0,0.0,0.0,0.0,0.5457,ces_Latn
CTX199301668,38,28,1,14,2,33,252,1589,5.8605,36.9535,0.015,0.7548,1003.3702,0.186,0.0,0.0,0.0,0.0465,0.0078,0.7363,ces_Latn
CTX199302949,2,35,2,4,0,0,397,2357,9.6829,57.4878,0.0333,0.96,815.3334,0.0976,0.0244,0.0,0.0,0.1707,0.0105,0.7607,ces_Latn
CTX199304044,34,2,0,0,0,0,11,45,5.5,22.5,0.0714,0.9769,704.615,0.0,0.0,0.0,0.0,0.0,0.0,0.6166,ces_Latn
CTX199401315,6,24,1,2,1,0,234,1514,8.6667,56.0741,0.0099,0.9667,645.5367,0.0,0.037,0.0,0.0,0.037,0.0005,0.8007,ces_Latn
CTX199405385,46,9,0,1,0,0,76,471,7.6,47.1,0.0037,0.9571,561.814,0.1,0.0,0.0,0.0,0.0,0.0,0.8297,ces_Latn
CTX199405605,1,7,0,2,3,3,72,439,8.0,48.7778,0.0405,0.8877,1095.9622,0.1111,0.0,0.0,0.0,0.1111,0.0,0.7597,ces_Latn
CTX199407312,10,24,0,3,1,2,204,1436,7.5556,53.1852,0.0033,0.9999,583.9815,0.0,0.1852,0.0,0.0,0.037,0.003,0.8541,ces_Latn
CTX199500663,34,3,0,0,2,1,15,91,5.0,30.3333,0.0061,0.9743,298.2233,0.3333,0.0,0.0,0.0,0.0,0.0133,0.7986,ces_Latn
CTX199503106,8,26,0,2,2,1,212,1404,7.5714,50.1429,0.0025,0.9804,675.5871,0.0,0.0,0.0,0.0,0.0357,0.0,0.826,ces_Latn
CTX199505339,50,3,2,4,2,1,32,233,3.5556,25.8889,0.0058,0.9448,875.0011,0.0,0.0,0.0,0.0,1.0,0.0,0.7737,ces_Latn
CTX199600237,103,35,0,0,2,0,372,2202,10.6286,62.9143,0.0046,0.993,451.8397,0.0857,0.0,0.0,0.0286,0.0286,0.0012,0.7928,ces_Latn
CTX199601011,10,12,19,16,55,44,92,464,1.9574,9.8723,0.0332,0.7528,8382.8889,0.1489,0.0,0.0,0.0213,0.1064,0.0134,0.6586,ces_Latn
CTX199601926,62,4,1,7,31,46,34,172,2.8333,14.3333,0.1003,0.7051,1814.7425,0.1667,0.0,0.0,0.0833,0.0833,0.0479,0.6,ces_Latn
CTX199602537,33,21,0,1,1,1,264,1180,12.0,53.6364,0.0447,0.9877,651.9655,0.0,0.0,0.0,0.0,0.0455,0.0,0.6736,ces_Latn
CTX199603988,44,30,0,0,0,1,228,1566,7.6,52.2,0.0,1.0,366.587,0.0,0.0,0.0,0.0,0.0,0.0,0.8754,ces_Latn
CTX199604926,41,2,0,1,2,3,14,54,4.6667,18.0,0.0449,0.9976,1038.7933,0.0,0.0,0.0,0.0,0.0,0.0,0.5553,ces_Latn
CTX199605366,35,1,1,2,2,1,11,60,2.75,15.0,0.0,0.5887,3189.49,0.0,0.0,0.0,0.0,0.0,0.0,0.6754,slk_Latn
CTX199605768,57,26,8,4,5,11,174,1032,4.5789,27.1579,0.0903,0.7626,2025.1774,0.0526,0.0,0.0,0.0,0.1053,0.0,0.7525,ces_Latn
CTX199700417,4,23,0,1,0,0,214,1448,8.9167,60.3333,0.0081,0.9383,729.0879,0.125,0.0,0.0,0.0,0.0,0.0035,0.8136,ces_Latn
CTX199703455,14,0,1,0,0,0,2,19,2.0,19.0,0.0,0.4932,2062.62,0.0,0.0,0.0,0.0,2.0,0.0,0.8365,ces_Latn
CTX199704829,7,28,0,0,0,1,264,1485,9.4286,53.0357,0.0027,0.9999,506.6521,0.0,0.0,0.0,0.0,0.0714,0.0,0.8007,ces_Latn
CTX199706725,65,12,3,11,4,12,175,905,6.7308,34.8077,0.0477,0.8406,1664.26,0.0,0.0385,0.0,0.0,0.1154,0.0005,0.6478,ces_Latn
CTX199707217,1,5,2,1,6,3,39,212,4.875,26.5,0.0255,0.8909,2109.7475,0.125,0.0,0.0,0.0,0.0,0.05,0.6438,ces_Latn
CTX199801820,82,0,0,1,0,0,19,48,19.0,48.0,0.25,0.8526,85.09,2.0,0.0,0.0,0.0,0.0,0.0211,0.4696,nno_Latn
CTX199803035A,184,0,1,0,0,0,2,13,2.0,13.0,0.0,0.5632,674.09,0.0,0.0,0.0,0.0,1.0,0.0,0.663,ces_Latn
CTX199803815H,35,1,11,1,8,7,32,151,2.4615,11.6154,0.1437,0.509,10548.9269,0.4615,0.3077,0.0,0.0769,0.0,0.092,0.4716,vie_Latn
CTX199804044,244,1,2,5,20,25,15,81,1.875,10.125,0.0,0.9261,4027.6,0.0,0.125,0.0,0.0,0.0,0.0062,0.7015,ces_Latn
CTX199805567,52,28,0,1,24,1,281,1625,9.6897,56.0345,0.0049,0.9737,432.8569,0.0,0.0,0.0,0.0,0.0,0.0,0.7771,ces_Latn
CTX199806540A,82,4,0,3,3,2,30,152,4.2857,21.7143,0.006,0.9988,1715.55,0.0,0.0,0.0,0.0,0.0,0.0,0.6883,ces_Latn
CTX199806886,59,4,0,3,5,7,41,184,5.8571,26.2857,0.0702,0.9141,1477.9629,0.1429,0.0,0.0,0.0,0.0,0.0286,0.5337,eng_Latn
CTX199901158,3,11,1,0,2,1,94,573,7.8333,47.75,0.0172,0.9449,16583.7417,0.0,0.0,0.0,0.0,0.0,0.0,0.8147,ces_Latn
CTX199901961,10,34,0,2,0,1,480,3060,13.3333,85.0,0.0033,0.9842,320.6936,0.0833,0.0,0.0,0.0278,0.0278,0.003,0.8516,ces_Latn
CTX199903232A,37,6,0,10,11,3,44,203,2.75,12.6875,0.0469,0.702,1150.1394,0.0,0.0,0.0,0.0,0.125,0.0,0.605,slk_Latn
CTX199904249,161,5,4,1,5,5,13,84,1.3,8.4,0.0,0.7299,20819.495,0.0,0.0,0.0,0.0,0.0,0.0,0.7482,ces_Latn
CTX199904402E,28,0,0,0,0,2,0,0,,,,,,,,,,,,,unknown
CTX199905561,67,17,8,7,3,1,105,729,3.2812,22.7812,0.0755,0.8886,1903.775,0.0,0.0,0.0,0.0,0.2812,0.0,0.7444,ces_Latn
CTX199907836,15,43,6,22,30,9,271,1427,3.8169,20.0986,0.0676,0.8333,16454.2921,0.0141,0.0,0.0,0.0,0.0,0.0,0.6918,ces_Latn
CTX199908640,46,118,48,36,156,227,246,1555,1.2178,7.698,0.0139,0.8159,27278.4818,0.0099,0.0,0.0,0.0,0.0,0.0,0.7875,ces_Latn
CTX200001115,13,25,1,7,9,10,181,1013,5.4848,30.697,0.0605,0.9103,2095.74,0.0,0.0,0.0,0.0,0.0,0.0,0.7183,ces_Latn
CTX200001401,20,3,1,3,4,1,29,90,4.1429,12.8571,0.106,0.8138,4446.0786,0.2857,0.0,0.0,0.0,0.1429,0.0,0.649,ces_Latn
CTX200001519,11,32,3,3,20,25,244,1546,6.4211,40.6842,0.0116,0.9364,607.3861,0.1316,0.0,0.0,0.0,0.0,0.0149,0.7267,ces_Latn
CTX200005117,326,0,1,0,0,1,3,13,3.0,13.0,0.0,0.9894,5259.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5335,ces_Latn
CTX200005125,15,25,0,1,11,12,227,1237,8.7308,47.5769,0.0311,0.9588,546.5558,0.0385,0.0,0.0,0.0,0.0385,0.0,0.7515,ces_Latn
CTX200005798,1,3,1,2,5,2,12,64,2.0,10.6667,0.0064,0.7994,7565.6317,0.0,0.0,0.0,0.0,0.1667,0.0,0.6714,ces_Latn
CTX200008437,18,1,1,2,1,0,15,94,3.75,23.5,0.0,0.9963,3161.37,0.0,0.0,0.0,0.0,0.0,0.0,0.683,ces_Latn
CTX200009521,5,6,0,3,4,0,32,162,3.5556,18.0,0.051,0.7773,784.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.636,ces_Latn
CTX200010082,4,25,0,0,9,2,277,1833,11.08,73.32,0.0036,0.9809,538.2828,0.0,0.0,0.0,0.0,0.12,0.0,0.8416,ces_Latn
CTX200100850,19,20,0,2,1,3,256,1695,11.6364,77.0455,0.0095,0.9463,414.7086,0.0,0.0,0.0,0.0,0.1364,0.0,0.8202,ces_Latn
CTX200101528A,223,0,1,0,0,0,2,8,2.0,8.0,0.0,0.2957,2758.21,0.0,0.0,0.0,0.0,0.0,0.0,0.5602,vie_Latn
CTX200102181,1,1,3,3,4,6,18,85,2.5714,12.1429,0.0982,0.6692,3381.5714,0.1429,0.1429,0.0,0.0,0.2857,0.019,0.669,eng_Latn
CTX200104182,1,4,3,2,7,1,34,220,3.7778,24.4444,0.0228,0.8385,238046.8978,0.0,0.0,0.0,0.0,0.1111,0.0,0.7638,ces_Latn
CTX200106227,3,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX200108747,24,29,1,0,2,1,253,1471,8.4333,49.0333,0.0042,0.9896,806.6517,0.0,0.0,0.0,0.0,0.0,0.0,0.7671,ces_Latn
CTX200109181,240,1,1,0,1,0,6,28,3.0,14.0,0.025,0.8012,3557.31,0.0,0.0,0.0,0.0,0.0,0.0,0.6203,slk_Latn
CTX200109447A,86,36,12,16,26,3,228,1402,3.5625,21.9062,0.0776,0.8127,9319.585,0.0156,0.0,0.0,0.0,0.0938,0.0012,0.7348,ces_Latn
CTX200200523,2,9,27,27,22,14,226,1368,3.5873,21.7143,0.0376,0.8414,4496.5667,0.0794,0.0159,0.0,0.0,1.127,0.0065,0.7249,ces_Latn
CTX200201705,3,1,1,0,1,0,10,67,5.0,33.5,0.009,0.7882,2861.61,0.0,0.0,0.0,0.0,0.0,0.0,0.6664,ces_Latn
CTX200201809,974,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX200201809A,519,6,6,0,5,5,17,103,1.4167,8.5833,0.0,0.8144,115575.0842,0.0,0.0,0.0,0.0,0.1667,0.0,0.7247,ces_Latn
CTX200201809B,499,6,6,1,9,5,19,111,1.4615,8.5385,0.0,0.8255,486051.6715,0.0,0.0,0.0,0.0769,0.1538,0.0115,0.6833,ces_Latn
CTX200201809C,184,5,6,1,8,7,17,102,1.4167,8.5,0.0,0.8748,116264.5217,0.0,0.0,0.0,0.0,0.1667,0.0,0.7201,ces_Latn
CTX200201809C,1184,1,0,0,1,1,11,50,11.0,50.0,0.04,0.8353,822.92,0.0,0.0,0.0,0.0,0.0,0.0,0.6689,ces_Latn
CTX200201809E,243,13,40,19,22,8,164,1020,2.2778,14.1667,0.0193,0.729,6738.4903,0.0556,0.0,0.0,0.0,0.0,0.0028,0.6675,ces_Latn
CTX200201809F,418,2,0,0,2,1,23,149,11.5,74.5,0.041,0.7566,548.775,0.0,0.0,0.0,0.0,0.5,0.0,0.7767,ces_Latn
CTX200202873,11,7,0,1,3,0,50,316,6.25,39.5,0.0095,0.9993,648.0487,0.0,0.0,0.0,0.0,0.125,0.0,0.82,ces_Latn
CTX200205116,16,57,0,0,0,0,821,5342,14.4035,93.7193,0.0064,0.9929,439.613,0.0877,0.0,0.0,0.0,0.0702,0.0019,0.8475,ces_Latn
CTX200207884,59,2,1,1,2,1,13,68,3.25,17.0,0.0596,0.849,12760.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.6215,ces_Latn
CTX200208644,177,32,19,20,26,14,164,1091,2.3099,15.3662,0.0202,0.852,51207.488,0.0704,0.0,0.0,0.0,0.0563,0.0016,0.7393,ces_Latn
CTX200300497,71,56,41,59,183,107,228,1218,1.4615,7.8077,0.002,0.781,4211.0722,0.0,0.0,0.0,0.0,0.0064,0.0,0.7276,slk_Latn
CTX200300525,72,9,13,12,19,14,104,654,3.0588,19.2353,0.0175,0.7886,1891.8332,0.0294,0.0,0.0,0.0,0.6471,0.0,0.7671,ces_Latn
CTX200301004,101,4,0,1,3,0,33,174,6.6,34.8,0.0177,0.876,1165.018,0.0,0.0,0.0,0.0,0.0,0.0,0.6371,ces_Latn
CTX200302243,40,2,0,1,1,1,14,88,4.6667,29.3333,0.0,0.9124,251.21,0.0,0.0,0.0,0.0,0.3333,0.0,0.9065,ces_Latn
CTX200303314,38,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX200305390,8,17,0,0,5,1,162,1086,9.5294,63.8824,0.0094,0.9997,428.0341,0.0,0.0,0.0,0.0,0.0,0.0,0.84,ces_Latn
CTX200307990,26,27,0,2,2,1,337,2228,11.6207,76.8276,0.0064,0.9863,496.7107,0.069,0.0,0.0,0.0,0.069,0.002,0.8445,ces_Latn
CTX200309056,137,16,7,4,10,1,116,676,4.2963,25.037,0.0886,0.7692,1342.3963,0.037,0.0,0.0,0.0,0.1111,0.0,0.7329,ces_Latn
CTX200400207,1,10,6,8,11,2,122,808,5.0833,33.6667,0.0186,0.8814,2687.5175,0.0,0.0,0.0,0.0,0.6667,0.0,0.7322,ces_Latn
CTX200401604,2,16,3,7,6,4,143,867,5.5,33.3462,0.0759,0.8509,974.7904,0.1538,0.0,0.0,0.0,0.0769,0.0015,0.7912,ces_Latn
CTX200402867,19,3,0,1,5,4,12,50,3.0,12.5,0.0109,0.7774,994.945,0.0,0.0,0.0,0.0,0.25,0.0,0.6495,deu_Latn
CTX200402891,18,14,0,3,2,1,65,471,3.8235,27.7059,0.0408,0.8714,835.4182,0.0,0.0,0.0,0.0,0.0,0.0,0.7213,ces_Latn
CTX200403520,167,0,0,1,0,0,2,16,2.0,16.0,0.0,0.9201,594.43,0.0,0.0,0.0,0.0,1.0,0.0,0.6547,ces_Latn
CTX200405049,1,31,4,11,18,5,262,1644,5.6957,35.7391,0.0075,0.8852,2305.3228,0.0,0.0,0.0,0.0,0.087,0.0,0.7939,ces_Latn
CTX200406267,31,51,11,24,57,129,139,869,1.6163,10.1047,0.0627,0.8963,2734.3278,0.0116,0.0,0.0,0.0,0.0581,0.0016,0.6544,ces_Latn
CTX200409501,100,19,11,17,49,233,61,364,1.2979,7.7447,0.021,0.7619,13931.8519,0.0,0.0,0.0,0.2553,0.1702,0.0383,0.7696,deu_Latn
CTX200501000,142,3,0,3,2,0,70,437,11.6667,72.8333,0.0488,0.8932,338.2817,1.0,0.0,0.0,0.0,0.5,0.0308,0.7233,ces_Latn
CTX200501489,56,37,0,1,3,5,416,2529,10.9474,66.5526,0.0171,0.9835,664.5084,0.0263,0.0,0.0,0.0,0.0,0.0011,0.7707,ces_Latn
CTX200502129,53,2,0,0,1,2,4,22,2.0,11.0,0.0,0.8223,2032.89,0.0,0.0,0.0,0.0,0.0,0.0,0.6297,deu_Latn
CTX200502636,45,2,0,3,4,0,17,102,3.4,20.4,0.0325,0.9935,937.97,0.6,0.0,0.0,0.0,0.0,0.0,0.7872,ces_Latn
